TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
30,0.0003335585,0.0001425673,0.0001725674,0.0005063155,2.491394E-06,0.0003614234,8.44286E-05,0.004191271,2.337591E-05,0.004144995,0.0007444136,0.006122096,0.005579354,0.006498294,0.001641878,0.0009594373,3.545836E-07,9.581273E-05,5.642997E-05,0.0001773966,0.001746135,0.001594427,2.037005E-09,0.001389988,3.629944E-05,0.0005143827,0.001553331,1.326441E-09,0.0004580496,0.002552019,0.002155706,0.0007507884,0.00263297,0.00693888,0.01837523,0.0005676709,0.001966162,0.0004207602,0.006543674,0.01299928,0.003351483,0.01045874,0.000329791,0.002175885,0.00940058,0.0001079666,0.0004401653,0.0006887962,8.670296E-06,0.001302363,0.001929253,0.0002946467,2.297523E-05,4.109399E-07,0.0214777,0.002748777,0.0004849922,0.01184639,0.1113353,0.05621972,0.0809554,0.02925392,0.03027414,0.002429235
31,0.00033551,0.0001434087,0.0001720835,0.0005064161,2.489955E-06,0.0003617033,8.448597E-05,0.004225629,2.376017E-05,0.004217398,0.0007474084,0.006153934,0.005433389,0.00642273,0.001638643,0.00116156,3.699654E-07,9.413422E-05,5.682351E-05,0.0001817054,0.001753403,0.001619156,2.085393E-09,0.001348842,3.721665E-05,0.0005135206,0.001579453,1.360024E-09,0.0004676156,0.002582958,0.00213852,0.0007519359,0.00265815,0.00664637,0.01797274,0.0005597003,0.001969646,0.0004277296,0.006527469,0.01303182,0.003240474,0.01043295,0.000326292,0.002148574,0.009485957,0.0001091684,0.0004431609,0.0006499353,8.346137E-06,0.001778307,0.002590577,0.000384067,2.665275E-05,3.876205E-07,0.02081082,0.002754256,0.0004825453,0.01244401,0.1124947,0.05694706,0.08143899,0.02832751,0.03049296,0.002521233
32,0.0003351762,0.0001436352,0.0001704603,0.0005066748,2.488766E-06,0.0003596639,8.461428E-05,0.004261775,2.388943E-05,0.004277335,0.0007488156,0.006167486,0.004873598,0.006368706,0.001626206,0.001266692,2.822337E-07,8.633708E-05,5.766668E-05,0.0001857976,0.001759372,0.001637127,2.120538E-09,0.001304661,3.79168E-05,0.0005133463,0.001607254,1.297005E-09,0.0004637853,0.002604421,0.002125917,0.0007569419,0.002701441,0.006250703,0.01725319,0.0005485608,0.001979063,0.000432207,0.006199101,0.01295751,0.003075354,0.01029074,0.0003232593,0.002123966,0.009554565,0.0001116402,0.000443364,0.0005806673,8.461276E-06,0.001846112,0.002897706,0.0004414768,3.027943E-05,3.463088E-07,0.01969592,0.002713884,0.0004865082,0.01344004,0.1144116,0.05750593,0.0823356,0.02702274,0.03090691,0.002647115
33,0.0003336471,0.0001429432,0.0001681363,0.0005070581,2.487883E-06,0.0003558402,8.479194E-05,0.004290972,2.380915E-05,0.004316135,0.0007479907,0.006146914,0.004429752,0.006319728,0.00160824,0.001273876,2.346233E-07,6.163311E-05,5.894351E-05,0.0001901736,0.001761547,0.001645115,2.144562E-09,0.00125986,3.810448E-05,0.0005137752,0.001630911,1.165148E-09,0.0004427275,0.002609059,0.002116789,0.0007643971,0.002754246,0.005844897,0.01633888,0.0005377758,0.001994497,0.0004341292,0.005792831,0.01274264,0.002897594,0.01001822,0.0003205683,0.002100348,0.009606597,0.0001149097,0.0004402869,0.000523693,8.963639E-06,0.00153169,0.002522978,0.0004048868,2.791259E-05,3.038678E-07,0.01846239,0.002642878,0.0004968224,0.01476162,0.1160363,0.0573311,0.08323123,0.02562316,0.03106195,0.002772097
34,0.0003325872,0.0001416854,0.0001656342,0.0005072786,2.487231E-06,0.0003527225,8.491532E-05,0.004312922,2.387147E-05,0.004344882,0.000746883,0.006132754,0.004170162,0.006256302,0.001600857,0.001222657,4.582422E-07,3.593603E-05,5.848984E-05,0.0001943511,0.001758768,0.001640987,2.157988E-09,0.001225441,3.70449E-05,0.0005151955,0.001639122,9.451057E-10,0.0003994678,0.002570458,0.002110866,0.0007736576,0.002810119,0.005455371,0.0153318,0.0005272003,0.002007696,0.000438539,0.005445623,0.01234098,0.00274114,0.009611813,0.0003179552,0.002076865,0.009739119,0.000118365,0.0004412378,0.0004692881,9.298762E-06,0.001785766,0.002811975,0.0004549319,2.879365E-05,2.624167E-07,0.01730091,0.002595037,0.0005109815,0.01642452,0.118066,0.05430965,0.08512568,0.0241712,0.03044588,0.002863831
35,0.0003315143,0.0001406765,0.0001636191,0.0005073281,2.48672E-06,0.0003508384,8.49491E-05,0.004332579,2.420343E-05,0.00437671,0.0007464879,0.006139238,0.004248882,0.006165931,0.001596964,0.0011342,8.433216E-07,5.651654E-05,5.735538E-05,0.0001964277,0.001752234,0.001650354,2.150055E-09,0.00119637,3.650323E-05,0.0005173997,0.001655986,9.801343E-10,0.0003559375,0.002549704,0.002102417,0.0007830489,0.002862005,0.005446527,0.0151715,0.000522819,0.002003398,0.0004454943,0.005466038,0.01208032,0.00272579,0.009377551,0.0003153618,0.002056905,0.009889109,0.0001213546,0.000445101,0.0004590623,8.695329E-06,0.002387619,0.003716445,0.0005590087,3.656296E-05,2.558092E-07,0.01755309,0.002598903,0.0005164575,0.01810852,0.120387,0.05245474,0.08692989,0.02429899,0.0305428,0.002892752
36,0.0001944363,0.0001691009,0.0002992492,0.000507255,2.778286E-06,0.0003380173,8.487671E-05,0.004345428,2.466537E-05,0.004410654,0.0007468041,0.006153288,0.004429833,0.003995563,0.001375894,0.001119739,1.054838E-06,6.659496E-05,5.661427E-05,0.0001949803,0.001919183,0.001708308,2.156556E-09,0.00106349,1.715549E-05,0.0005193793,0.001677195,1.256253E-09,0.0004227585,0.003710451,0.00155809,0.0009041067,0.002904794,0.005623008,0.01551588,0.0005277221,0.00198979,0.0004524165,0.005686932,0.01217049,0.002784309,0.009409675,0.000254618,0.001451105,0.01000732,0.0001233517,0.0004474761,0.0004849059,7.280394E-06,0.003815647,0.005821425,0.0008690173,5.414592E-05,2.713012E-07,0.0183073,0.002619467,0.0005171095,0.01897331,0.1198891,0.06315856,0.08573478,0.02536534,0.03095237,0.002851377
37,0.0001948773,0.0001684195,0.0002944134,0.0005071791,2.777031E-06,0.0003415254,8.478965E-05,0.004354785,2.514008E-05,0.004447024,0.0007480962,0.006169601,0.004645393,0.003971807,0.001375324,0.001001982,1.154569E-06,8.132928E-05,5.631641E-05,0.0001922113,0.001902771,0.001707486,2.148933E-09,0.001046458,1.829329E-05,0.000519485,0.001673059,1.286827E-09,0.0004512177,0.003689768,0.001552887,0.0009081712,0.002907313,0.005871394,0.01602985,0.0005355504,0.001977801,0.0004525249,0.005938755,0.01235914,0.002873108,0.00956845,0.0002524882,0.001450382,0.01000497,0.0001234935,0.00044883,0.0005229556,5.658717E-06,0.003758605,0.006270912,0.0009859271,6.070322E-05,2.947802E-07,0.01903667,0.002641848,0.0005176231,0.01816249,0.1199692,0.06445062,0.08569016,0.0265289,0.03134274,0.002757096
38,0.0001951995,0.000168221,0.0002909887,0.0005072588,2.775555E-06,0.0003457228,8.480799E-05,0.004364406,2.559433E-05,0.004487896,0.0007506228,0.006186018,0.004896493,0.003967671,0.001359762,0.001010062,1.091656E-06,8.708017E-05,5.654059E-05,0.0001866052,0.001877069,0.001675213,2.121574E-09,0.001023528,1.90115E-05,0.0005177523,0.001632594,1.10741E-09,0.0004480802,0.003649721,0.001551739,0.000900305,0.002854251,0.006129578,0.01653632,0.0005439258,0.001976031,0.0004440148,0.006039334,0.01248335,0.00297866,0.009777363,0.0002505977,0.001453686,0.009782565,0.0001206973,0.0004466029,0.0005636739,4.731648E-06,0.003704051,0.007055042,0.00120787,7.789658E-05,3.178316E-07,0.01939798,0.002666318,0.0005187752,0.01624929,0.1185488,0.06560273,0.08403781,0.02755299,0.03144883,0.002635138
39,0.0001947055,0.000168272,0.0002869336,0.000507434,2.773901E-06,0.0003478103,8.490842E-05,0.004375251,2.602481E-05,0.004532061,0.0007540577,0.006202003,0.005119482,0.003967895,0.001339128,0.001315494,1.011688E-06,8.75514E-05,5.663046E-05,0.0001812075,0.001845897,0.00162986,2.051237E-09,0.0009964529,1.945131E-05,0.0005154018,0.001580711,9.153117E-10,0.0004353916,0.003605143,0.00155074,0.0008824783,0.002773602,0.006391726,0.01703562,0.000552138,0.001980245,0.0004316698,0.006017258,0.01258805,0.003084794,0.00999292,0.0002487574,0.001457398,0.009492658,0.0001163633,0.0004426116,0.0006028966,4.327826E-06,0.004364629,0.007287306,0.001680842,0.0001289393,3.418029E-07,0.01973913,0.002689695,0.0005160933,0.01411914,0.1167991,0.06611758,0.08217876,0.02827376,0.03123999,0.002518834
40,0.0001942355,0.0001684273,0.0002822788,0.0005075411,2.772121E-06,0.0003447881,8.496843E-05,0.004386649,2.645709E-05,0.004580483,0.0007577885,0.00621902,0.005190884,0.003963897,0.001332157,0.001396289,9.077618E-07,8.336733E-05,5.650701E-05,0.000179078,0.001821135,0.001600878,1.997307E-09,0.0009719584,2.020695E-05,0.0005130927,0.001543883,8.832034E-10,0.0004415052,0.003577243,0.001547296,0.000863899,0.002694356,0.006614436,0.01748166,0.0005601969,0.001980837,0.0004200028,0.006070575,0.01274883,0.003176492,0.01018826,0.000246842,0.001459941,0.009356774,0.0001119553,0.0004413036,0.0006340378,4.075955E-06,0.005229199,0.008345701,0.002082265,0.0001661859,3.661925E-07,0.02021191,0.002704454,0.0005067989,0.01248853,0.1148558,0.06598175,0.08141156,0.02868905,0.03088797,0.002430811
41,0.0001948684,0.0001688434,0.0002781716,0.0005075336,2.770273E-06,0.000342319,8.495615E-05,0.004398547,2.68916E-05,0.004633537,0.0007619589,0.006236673,0.005279868,0.003960251,0.001338296,0.001023149,7.592839E-07,7.846656E-05,5.668966E-05,0.0001784179,0.001807354,0.001606559,1.989889E-09,0.0009500271,2.148844E-05,0.0005110628,0.001538591,1.13298E-09,0.0004748268,0.003559661,0.001541902,0.000850122,0.002643472,0.006779775,0.0178871,0.0005681823,0.00197808,0.000418064,0.006282304,0.01292494,0.003249357,0.01035544,0.0002449407,0.00146154,0.009370316,0.0001085833,0.000441227,0.0006611791,3.917419E-06,0.002982463,0.006913248,0.001518529,0.0001224986,3.899377E-07,0.02072618,0.002711249,0.0004946499,0.01175947,0.1130422,0.06571031,0.08082766,0.0291063,0.03050986,0.002395967
42,0.000196325,0.0001697471,0.0002750328,0.0005074847,2.768411E-06,0.0003426536,8.49321E-05,0.004415845,2.738911E-05,0.004702052,0.0007660256,0.006261413,0.005425042,0.003958655,0.00134695,0.0007490806,6.062242E-07,7.278199E-05,5.710229E-05,0.0001795985,0.001798958,0.0016194,2.011508E-09,0.0009294681,2.299224E-05,0.000509432,0.001554874,1.325905E-09,0.0004996147,0.003544713,0.001536815,0.0008423792,0.002634235,0.006820142,0.01815927,0.0005753156,0.001975327,0.0004227702,0.006534625,0.01309956,0.003268637,0.01048146,0.0002431622,0.001463094,0.009427598,0.0001075695,0.0004408513,0.0006849689,3.804938E-06,0.002211194,0.007022167,0.001379186,0.0001058882,4.118146E-07,0.02125492,0.002713972,0.0004845544,0.01173751,0.1122158,0.06595812,0.08027916,0.02924718,0.0302832,0.002423193
43,0.0001976154,0.0001707093,0.0002711636,0.0005075783,2.767009E-06,0.0003433568,8.500359E-05,0.004446983,2.783537E-05,0.004780334,0.0007696728,0.006293231,0.00528413,0.003974322,0.001355233,0.0006757947,4.62241E-07,6.454121E-05,5.75002E-05,0.0001837843,0.001805332,0.001640761,2.05116E-09,0.0009124582,2.458768E-05,0.000508613,0.001580974,1.356286E-09,0.000508377,0.003542517,0.00153452,0.0008413353,0.002658906,0.006532638,0.01776492,0.0005673048,0.001978215,0.0004294155,0.006511698,0.01312974,0.00316044,0.01045638,0.0002416767,0.001465474,0.009510545,0.0001086836,0.000442996,0.0006456397,3.649661E-06,0.00179195,0.006867951,0.001342631,0.0001063226,3.882366E-07,0.02059422,0.002704804,0.0004821278,0.01231382,0.1131934,0.06670476,0.08078156,0.02832177,0.03049748,0.002516225
44,0.0001975285,0.0001709254,0.0002656106,0.000507836,2.765883E-06,0.0003418221,8.51419E-05,0.004481502,2.798866E-05,0.004845649,0.0007716379,0.006306266,0.004741488,0.004000104,0.001355217,0.0006194845,3.114951E-07,5.231364E-05,5.834925E-05,0.0001877388,0.001810366,0.001655424,2.076044E-09,0.0008923569,2.607733E-05,0.0005084575,0.001608702,1.291021E-09,0.0005027701,0.003529115,0.001535066,0.0008446964,0.002701626,0.006143278,0.01705559,0.0005561521,0.001987094,0.0004336826,0.006180414,0.01305281,0.002998976,0.010315,0.0002404896,0.001468587,0.009576976,0.0001110867,0.0004427172,0.0005770823,3.624553E-06,0.001269142,0.005908264,0.001202481,0.0001000021,3.469562E-07,0.01948957,0.002655658,0.0004860919,0.01328517,0.1150067,0.06726197,0.08170019,0.02701785,0.03090942,0.002643895
45,0.0001967208,0.0001700349,0.000259106,0.0005082161,2.765105E-06,0.0003385649,8.532633E-05,0.004510228,2.789832E-05,0.004888338,0.0007712653,0.006284392,0.004311502,0.004026346,0.001349874,0.000585559,2.057815E-07,2.961989E-05,5.963756E-05,0.0001919756,0.001811497,0.001660147,2.088476E-09,0.0008708645,2.727077E-05,0.000508888,0.001632276,1.157184E-09,0.0004787504,0.003494592,0.001537768,0.0008508631,0.002753919,0.005743722,0.01615266,0.0005453657,0.002002084,0.0004354954,0.005773443,0.01283555,0.00282511,0.01004529,0.0002395162,0.00147142,0.009627284,0.0001143102,0.0004394969,0.0005208706,3.641141E-06,0.0007219161,0.003741272,0.0008116008,7.320172E-05,3.045824E-07,0.01826702,0.002580085,0.0004964461,0.01458311,0.1165809,0.06696761,0.08262434,0.02561889,0.03106424,0.00277066
46,0.0001961869,0.0001684729,0.0002525828,0.0005084339,2.764591E-06,0.0003359663,8.545707E-05,0.004531832,2.797541E-05,0.004919766,0.0007706432,0.00626908,0.004057954,0.004040382,0.00135301,0.0005097416,2.057381E-07,2.352397E-05,5.918636E-05,0.0001960027,0.00180743,0.001652519,2.088328E-09,0.0008554032,2.762749E-05,0.0005102935,0.001640402,9.356702E-10,0.0004310207,0.003403289,0.00154248,0.0008591163,0.002809471,0.005360128,0.01515736,0.0005347734,0.002015005,0.0004398133,0.005426,0.0124323,0.002672155,0.009646683,0.0002385656,0.001473419,0.009758469,0.0001177532,0.0004404162,0.0004666662,3.412262E-06,0.000477298,0.002533562,0.0005984167,5.659262E-05,2.631279E-07,0.01711574,0.002529544,0.0005107166,0.01622688,0.1186096,0.06334981,0.08455128,0.02416755,0.03044961,0.002865245
47,0.000195645,0.0001672166,0.0002470305,0.0005084812,2.764227E-06,0.0003345269,8.549964E-05,0.004551144,2.836487E-05,0.004954345,0.0007708051,0.006274871,0.004134321,0.004034045,0.001358804,0.0004940729,2.89139E-07,2.052005E-05,5.804092E-05,0.0001979098,0.001799607,0.001659016,2.06516E-09,0.0008428665,2.819083E-05,0.000512471,0.001657431,9.698984E-10,0.0003835021,0.003340404,0.001545032,0.0008675971,0.002861378,0.005352907,0.01500335,0.0005303483,0.002010568,0.0004467444,0.005444717,0.01217211,0.00265796,0.009424366,0.0002375969,0.001477236,0.00990831,0.0001207946,0.0004445708,0.0004567411,3.628811E-06,0.0004983393,0.002827268,0.0006791812,6.438101E-05,2.564809E-07,0.01736937,0.002531886,0.0005164495,0.01790602,0.1209711,0.06113332,0.08640829,0.02429538,0.03055023,0.002897597
48,0.0002446487,0.0002064384,0.0001699883,0.0005084213,2.90889E-06,0.0003387458,8.543654E-05,0.004563724,2.890483E-05,0.004991312,0.0007717232,0.006288399,0.004311206,0.003626147,0.001484611,0.000566593,3.370556E-07,2.24008E-05,5.728911E-05,0.0001963008,0.001118705,0.001619049,2.054117E-09,0.0007657708,5.033076E-05,0.0005144331,0.001679021,1.236014E-09,0.0002163662,0.003193596,0.003444109,0.0009038748,0.002904516,0.005529347,0.01535131,0.0005351354,0.001996889,0.0004537278,0.005665969,0.01226465,0.002716199,0.009471023,0.0003198528,0.0007257948,0.01002744,0.000122917,0.0004475106,0.0004832329,4.46709E-06,0.0007811814,0.004195,0.0009951374,9.567491E-05,2.72189E-07,0.01812381,0.002552876,0.0005173967,0.01900622,0.1397187,0.03454037,0.0987931,0.02536143,0.03096401,0.002858682
49,0.000245213,0.0002055175,0.0001682788,0.0005083671,2.907779E-06,0.0003423337,8.535933E-05,0.004573204,2.94595E-05,0.005031143,0.0007736536,0.006304272,0.004522731,0.003621293,0.001484759,0.0005371589,3.330491E-07,2.849019E-05,5.698292E-05,0.0001933875,0.001128117,0.001620403,2.027403E-09,0.0007591376,4.9872E-05,0.0005145483,0.001675212,1.258224E-09,0.0002332799,0.003191886,0.003395717,0.0009077436,0.002907541,0.005777124,0.01586711,0.0005428256,0.001984957,0.0004539885,0.005920449,0.01245409,0.002804194,0.009639501,0.0003170516,0.0007358819,0.01002659,0.0001232508,0.0004494043,0.0005220489,5.645203E-06,0.0008652576,0.004529316,0.001114044,0.0001136048,2.959194E-07,0.01885493,0.002578318,0.0005181207,0.01821188,0.136774,0.03556251,0.09819814,0.02652474,0.03135819,0.002765
50,0.0002455979,0.0002051829,0.0001681536,0.0005084558,2.906435E-06,0.0003465048,8.538571E-05,0.004582879,2.999035E-05,0.005075956,0.0007768544,0.006320271,0.004769681,0.003625426,0.001465662,0.000524325,3.451179E-07,3.42974E-05,5.720341E-05,0.0001876006,0.001133933,0.001591898,1.984252E-09,0.0007479885,4.751202E-05,0.0005128397,0.001634786,1.076426E-09,0.000233769,0.003179321,0.003340734,0.0009001109,0.002854982,0.006034995,0.01637578,0.0005510702,0.001983239,0.000445626,0.006024909,0.01257782,0.002908819,0.00985613,0.0003141035,0.0007484218,0.009805427,0.0001206646,0.0004475001,0.00056335,7.745116E-06,0.0009196494,0.004407028,0.001178698,0.0001276592,3.191558E-07,0.01922156,0.002607798,0.0005194588,0.01630237,0.1318975,0.0365772,0.09561798,0.02754876,0.03146533,0.00264195
51,0.0002449396,0.0002051529,0.0001678358,0.0005086383,2.904901E-06,0.0003485326,8.549036E-05,0.004593765,3.049339E-05,0.005124405,0.0007809743,0.006335869,0.004989472,0.003631018,0.001440413,0.0005379345,3.974053E-07,3.448675E-05,5.728779E-05,0.0001819478,0.001136087,0.001550746,1.91477E-09,0.000733332,4.476456E-05,0.0005105243,0.001582833,8.852675E-10,0.0002290766,0.003162931,0.003283666,0.0008825861,0.002774829,0.006297107,0.01687748,0.0005591565,0.001987529,0.0004334411,0.006007615,0.0126816,0.00301433,0.01007832,0.0003110967,0.0007611701,0.009516341,0.0001165321,0.0004437082,0.0006031342,1.060918E-05,0.001166247,0.004817701,0.001442823,0.0001519902,3.432864E-07,0.01956798,0.002638595,0.0005169357,0.01416647,0.1271502,0.03723261,0.09282915,0.0282695,0.03125639,0.002524255
52,0.0002443059,0.000205251,0.0001671636,0.0005087508,2.903237E-06,0.0003454584,8.555211E-05,0.004606073,3.099795E-05,0.005177937,0.0007853602,0.006352512,0.005061855,0.003632307,0.001430255,0.0005721457,4.899216E-07,3.750916E-05,5.715543E-05,0.0001795565,0.001141241,0.001525248,1.861762E-09,0.0007199659,4.296273E-05,0.0005082581,0.001546018,8.525776E-10,0.000234148,0.003161089,0.003223633,0.0008643357,0.002696256,0.006520546,0.01732641,0.000567086,0.001988421,0.0004220418,0.006066919,0.01284161,0.003105918,0.01027843,0.000307993,0.0007732039,0.009380891,0.000112309,0.000442743,0.0006352956,1.416159E-05,0.001720024,0.005903628,0.001972588,0.000203381,3.679011E-07,0.02004359,0.002666498,0.0005077213,0.01252339,0.1227818,0.03749055,0.09134895,0.02868412,0.03090462,0.002436366
53,0.0002450716,0.0002056714,0.0001667409,0.000508751,2.901494E-06,0.0003429613,8.554079E-05,0.004620033,3.150451E-05,0.005237152,0.000790173,0.0063698,0.005152037,0.003634163,0.001434507,0.0006124079,6.172203E-07,4.174976E-05,5.73312E-05,0.0001786673,0.001152258,0.001533243,1.852676E-09,0.0007082082,4.240729E-05,0.0005062821,0.001540876,1.092199E-09,0.0002536681,0.003167841,0.00316328,0.0008509184,0.002646148,0.006687448,0.0177347,0.0005749389,0.001986227,0.0004203954,0.006285598,0.01301659,0.0031792,0.01044762,0.0003049378,0.0007845759,0.009394582,0.0001090801,0.0004431306,0.0006638033,1.798556E-05,0.002515431,0.006030343,0.002496417,0.0002632204,3.918946E-07,0.02055941,0.002690662,0.0004955855,0.01178427,0.1190395,0.0376315,0.09014521,0.02910027,0.03052611,0.002401887
54,0.0002468824,0.0002066908,0.0001668189,0.0005087147,2.899746E-06,0.0003432904,8.551745E-05,0.004639498,3.208261E-05,0.005313546,0.0007949044,0.006394372,0.005297492,0.003638194,0.001441469,0.000666299,7.523644E-07,4.74486E-05,5.773884E-05,0.000179657,0.001165802,0.001548132,1.870731E-09,0.000697161,4.246657E-05,0.0005047229,0.001557345,1.273624E-09,0.0002686761,0.003175992,0.003107189,0.0008435296,0.002637637,0.006730588,0.01801079,0.0005819367,0.001984061,0.0004253692,0.006544594,0.01318959,0.003199812,0.01057366,0.000302063,0.0007957094,0.009451811,0.0001081642,0.0004431227,0.0006888691,1.994054E-05,0.003568416,0.005493047,0.002896793,0.0003277152,4.139872E-07,0.02108902,0.002709386,0.000485466,0.01175879,0.1166684,0.03803145,0.08903112,0.02924028,0.03029849,0.002429282
55,0.0002484766,0.0002077807,0.0001663897,0.0005088275,2.898488E-06,0.0003440018,8.559012E-05,0.004672664,3.26015E-05,0.005400644,0.0007992243,0.006426179,0.005161856,0.003658259,0.001448025,0.0007273541,7.236573E-07,4.819716E-05,5.812968E-05,0.0001836438,0.00118801,0.001571357,1.906075E-09,0.0006886972,4.283593E-05,0.0005039875,0.001583625,1.297536E-09,0.0002749882,0.003194504,0.003059809,0.0008428239,0.002663007,0.006447551,0.01762377,0.0005738743,0.001987463,0.0004322416,0.006527144,0.01321763,0.003094187,0.01054784,0.0002995743,0.0008070656,0.009534655,0.0001093354,0.0004455079,0.0006504185,1.970867E-05,0.004655877,0.004763824,0.003032574,0.0003749509,3.903367E-07,0.02043451,0.002713087,0.0004830265,0.01234091,0.116384,0.03869275,0.08909676,0.02831512,0.03051111,0.002521843
